hour,day,lon_bin,lat_bin,congestion
6,5,37,63,7
6,5,37,64,28
6,5,37,67,80
6,5,37,68,110
6,5,37,69,11
6,5,37,70,290
6,5,37,71,24186
6,5,37,72,48499
6,5,37,73,4195
6,5,37,74,1291
6,5,37,75,217
6,5,38,38,14
6,5,38,64,22
6,5,38,65,18
6,5,38,66,18
6,5,38,67,7
6,5,38,69,59
6,5,38,70,701
6,5,38,71,35590
6,5,38,72,82457
6,5,38,73,6265
6,5,38,74,291
6,5,38,75,77
6,5,38,76,17
6,5,39,39,13
6,5,39,64,8
6,5,39,67,28
6,5,39,68,5
6,5,39,70,426
6,5,39,71,5034
6,5,39,72,33261
6,5,39,73,6771
6,5,39,74,231
6,5,39,75,10
6,5,39,76,13
6,5,40,39,12
6,5,40,65,30
6,5,40,66,53
6,5,40,67,56
6,5,40,68,116
6,5,40,69,149
6,5,40,70,261
6,5,40,71,3623
6,5,40,72,11704
6,5,40,73,2610
6,5,40,74,215
6,5,40,75,47
6,5,40,76,11
6,5,40,77,3
6,5,41,39,1
6,5,41,40,8
6,5,41,54,53
6,5,41,55,40
6,5,41,56,2
6,5,41,63,59
6,5,41,64,64
6,5,41,65,62
6,5,41,66,21
6,5,41,67,2
6,5,41,68,72
6,5,41,69,28
6,5,41,70,221
6,5,41,71,997
6,5,41,72,4176
6,5,41,73,1213
6,5,41,74,266
6,5,41,75,84
6,5,41,76,5
6,5,41,77,16
6,5,42,40,9
6,5,42,53,25
6,5,42,54,1
6,5,42,56,24
6,5,42,60,13
6,5,42,61,64
6,5,42,62,63
6,5,42,63,1
6,5,42,67,15
6,5,42,68,5
6,5,42,69,1
6,5,42,70,140
6,5,42,71,347
6,5,42,72,1309
6,5,42,73,1004
6,5,42,74,165
6,5,42,76,17
6,5,42,77,2
6,5,42,78,10
6,5,43,40,9
6,5,43,41,16
6,5,43,52,8
6,5,43,53,26
6,5,43,56,23
6,5,43,57,1
6,5,43,60,44
6,5,43,66,27
6,5,43,67,28
6,5,43,69,28
6,5,43,70,53
6,5,43,71,337
6,5,43,72,684
6,5,43,73,271
6,5,43,74,50
6,5,43,76,25
6,5,43,78,4
6,5,43,79,6
6,5,44,41,7
6,5,44,42,4
6,5,44,51,34
6,5,44,52,39
6,5,44,57,42
6,5,44,58,78
6,5,44,59,65
6,5,44,60,13
6,5,44,66,13
6,5,44,68,9
6,5,44,69,41
6,5,44,70,28
6,5,44,71,185
6,5,44,72,291
6,5,44,73,223
6,5,44,74,28
6,5,44,76,22
6,5,44,77,20
6,5,44,78,4
6,5,44,79,56
6,5,45,42,6
6,5,45,50,5
6,5,45,51,16
6,5,45,58,9
6,5,45,65,16
6,5,45,66,5
6,5,45,68,6
6,5,45,69,148
6,5,45,70,24
6,5,45,71,68
6,5,45,72,26
6,5,45,73,273
6,5,45,74,14
6,5,45,77,40
6,5,45,78,44
6,5,45,79,5
6,5,46,42,16
6,5,46,43,21
6,5,46,44,21
6,5,46,45,20
6,5,46,46,2
6,5,46,47,40
6,5,46,48,42
6,5,46,49,36
6,5,46,50,42
6,5,46,58,8
6,5,46,59,15
6,5,46,60,33
6,5,46,61,1
6,5,46,63,1
6,5,46,64,7
6,5,46,65,12
6,5,46,69,13
6,5,46,70,32
6,5,46,73,76
6,5,46,74,9
6,5,46,77,14
6,5,46,78,6
6,5,47,46,43
6,5,47,47,1
6,5,47,54,20
6,5,47,55,29
6,5,47,56,1
6,5,47,57,24
6,5,47,58,35
6,5,47,59,15
6,5,47,60,9
6,5,47,61,27
6,5,47,62,14
6,5,47,63,18
6,5,47,64,14
6,5,47,69,5
6,5,47,70,5
6,5,47,73,43
6,5,47,74,6
6,5,47,77,4
6,5,47,79,6
6,5,48,46,8
6,5,48,54,21
6,5,48,55,8
6,5,48,56,55
6,5,48,57,45
6,5,48,58,10
6,5,48,62,6
6,5,48,63,4
6,5,48,70,5
6,5,48,73,40
6,5,48,74,8
6,5,48,79,6
6,5,49,45,7
6,5,49,46,20
6,5,49,54,39
6,5,49,58,3
6,5,49,69,11
6,5,49,70,4
6,5,49,72,11
6,5,49,73,51
6,5,49,74,8
6,5,49,79,4
6,5,50,44,29
6,5,50,45,19
6,5,50,54,20
6,5,50,58,3
6,5,50,69,6
6,5,50,72,25
6,5,50,73,14
6,5,50,74,11
6,5,50,75,3
6,5,50,79,5
6,5,50,85,5
6,5,51,44,251
6,5,51,54,15
6,5,51,57,3
6,5,51,58,2
6,5,51,69,12
6,5,51,72,23
6,5,51,73,14
6,5,51,74,3
6,5,51,75,6
6,5,51,79,5
6,5,51,85,16
6,5,52,44,339
6,5,52,54,15
6,5,52,57,3
6,5,52,72,26
6,5,52,74,7
6,5,52,75,7
6,5,52,79,4
6,5,52,85,33
6,5,53,53,4
6,5,53,54,17
6,5,53,57,4
6,5,53,72,36
6,5,53,75,25
6,5,53,76,2
6,5,53,79,6
6,5,54,53,47
6,5,54,57,6
6,5,54,72,33
6,5,54,73,6
6,5,54,75,3
6,5,54,76,9
6,5,54,78,5
6,5,54,79,8
6,5,55,52,1
6,5,55,53,28
6,5,55,57,5
6,5,55,72,13
6,5,55,73,20
6,5,55,75,2
6,5,55,76,11
6,5,55,78,8
6,5,55,79,19
6,5,56,52,7
6,5,56,53,1
6,5,56,57,3
6,5,56,58,2
6,5,56,72,17
6,5,56,73,15
6,5,56,75,3
6,5,56,76,12
6,5,56,77,16
6,5,56,78,4
6,5,56,79,3
6,5,57,52,5
6,5,57,58,3
6,5,57,72,6
6,5,57,73,78
6,5,57,75,3
6,5,57,76,4
6,5,57,78,5
6,5,57,79,1
6,5,57,80,30
6,5,58,52,1
6,5,58,57,3
6,5,58,58,1
6,5,58,72,4
6,5,58,73,14
6,5,58,75,4
6,5,58,76,1
6,5,58,78,6
6,5,58,80,4
6,5,59,57,1
6,5,59,58,2
6,5,59,72,47
6,5,59,73,28
6,5,59,76,3
6,5,59,78,18
6,5,59,80,9
6,5,60,58,3
6,5,60,72,5
6,5,60,73,13
6,5,60,76,2
6,5,60,80,2
6,5,60,81,1
6,5,61,58,3
6,5,61,73,9
6,5,61,74,1
6,5,61,76,2
6,5,61,80,1
6,5,61,81,2
6,5,62,58,3
6,5,62,74,8
6,5,62,76,7
6,5,62,77,3
6,5,62,78,7
6,5,62,79,3
6,5,62,80,2
6,5,62,81,1
6,5,63,58,3
6,5,63,74,11
6,5,63,76,2
6,5,63,77,3
6,5,63,78,1
6,5,63,79,4
6,5,63,80,4
6,5,64,58,3
6,5,64,74,10
6,5,64,77,5
6,5,64,79,2
6,5,64,80,3
6,5,65,58,2
6,5,65,74,10
6,5,65,79,3
6,5,65,80,1
6,5,65,81,2
6,5,66,58,3
6,5,66,74,12
6,5,66,79,3
6,5,66,80,3
6,5,67,58,3
6,5,67,74,16
6,5,67,79,1
6,5,67,80,7
6,5,68,58,3
6,5,68,73,1
6,5,68,74,47
6,5,68,80,10
6,5,69,58,3
6,5,69,70,11
6,5,69,71,1
6,5,69,73,9
6,5,69,74,7
6,5,69,80,10
6,5,70,58,3
6,5,70,70,3
6,5,70,71,14
6,5,70,72,16
6,5,70,73,7
6,5,70,74,9
6,5,70,80,9
6,5,71,58,6
6,5,71,71,7
6,5,71,72,3
6,5,71,74,11
6,5,71,80,14
6,5,72,58,1
6,5,72,59,2
6,5,72,74,11
6,5,72,80,3
6,5,73,58,5
6,5,73,59,1
6,5,73,74,6
6,5,73,75,3
6,5,73,80,2
6,5,74,58,3
6,5,74,75,8
6,5,74,80,2
6,5,75,58,6
6,5,75,75,8
6,5,75,80,2
6,5,76,75,8
6,5,76,80,3
6,5,77,75,8
6,5,77,80,1
6,5,78,75,14
6,5,78,80,1
6,5,78,81,1
6,5,79,75,11
6,5,79,81,1
6,5,80,75,13
6,5,80,81,2
6,5,81,59,2
6,5,81,75,22
6,5,81,81,2
6,5,82,75,15
6,5,82,81,2
6,5,83,75,145
6,5,83,81,2
6,5,84,75,16
6,5,84,81,2
6,5,85,75,16
6,5,85,81,2
6,5,86,75,13
6,5,86,81,3
6,5,87,75,10
6,5,87,81,3
6,5,88,75,9
6,5,88,81,4
6,5,89,75,14
6,5,89,81,3
6,5,90,75,12
6,5,90,81,3
6,5,91,75,12
6,5,91,81,2
6,5,92,75,10
6,5,92,82,2
6,5,93,75,4
6,5,93,76,5
6,5,93,82,2
6,5,94,75,3
6,5,94,76,6
6,5,94,82,2
6,5,95,75,14
6,5,95,82,5
6,5,96,75,10
6,5,96,82,2
6,5,97,75,14
6,5,97,82,3
6,5,98,75,2
6,5,98,76,33
6,5,98,82,2
6,5,99,76,363
6,5,99,82,2
6,5,100,76,21
6,5,100,77,47
6,5,100,78,45
6,5,100,79,31
6,5,100,80,48
6,5,100,81,25
6,5,100,82,61
6,5,100,83,29
6,5,100,84,36
6,6,26,78,10
6,6,26,79,1
6,6,27,78,31
6,6,27,79,19
6,6,28,31,7
6,6,28,32,1
6,6,28,77,1
6,6,28,78,38
6,6,28,79,12
6,6,29,30,3
6,6,29,32,5
6,6,29,77,44
6,6,29,78,6
6,6,29,79,2
6,6,30,30,5
6,6,30,32,2
6,6,30,33,6
6,6,30,34,2
6,6,30,73,90
6,6,30,74,67
6,6,30,75,40
6,6,30,76,6
6,6,30,77,40
6,6,30,78,23
6,6,31,27,2
6,6,31,28,2
6,6,31,29,2
6,6,31,30,1
6,6,31,34,5
6,6,31,35,1
6,6,31,73,1731
6,6,31,74,135
6,6,31,75,111
6,6,31,76,73
6,6,31,77,47
6,6,31,78,6
6,6,31,79,6
6,6,32,27,19
6,6,32,28,31
6,6,32,29,6
6,6,32,35,6
6,6,32,36,2
6,6,32,72,8636
6,6,32,73,4207
6,6,32,74,504
6,6,32,76,20
6,6,32,77,8
6,6,32,78,6
6,6,32,79,8
6,6,33,27,1
6,6,33,36,5
6,6,33,37,2
6,6,33,72,18139
6,6,33,73,2550
6,6,33,74,5344
6,6,33,75,15
6,6,33,76,4
6,6,33,77,2
6,6,33,78,4
6,6,33,79,10
6,6,33,80,12
6,6,34,37,3
6,6,34,69,12
6,6,34,70,180
6,6,34,71,833
6,6,34,72,27134
6,6,34,73,5043
6,6,34,74,5361
6,6,34,75,62
6,6,34,79,8
6,6,34,80,2
6,6,35,37,2
6,6,35,67,10
6,6,35,68,146
6,6,35,69,543
6,6,35,70,303
6,6,35,71,1843
6,6,35,72,40509
6,6,35,73,5140
6,6,35,74,206
6,6,35,75,33
6,6,36,37,3
6,6,36,65,18
6,6,36,67,61
6,6,36,68,122
6,6,36,69,161
6,6,36,70,1055
6,6,36,71,7072
6,6,36,72,44869
6,6,36,73,5107
6,6,36,74,836
6,6,36,75,45
6,6,37,38,3
6,6,37,63,19
6,6,37,64,6
6,6,37,65,20
6,6,37,67,64
6,6,37,68,74
6,6,37,69,36
6,6,37,70,286
6,6,37,71,25881
6,6,37,72,54465
6,6,37,73,4098
6,6,37,74,1665
6,6,37,75,245
6,6,38,38,5
6,6,38,64,10
6,6,38,65,25
6,6,38,66,43
6,6,38,67,7
6,6,38,68,10
6,6,38,69,25
6,6,38,70,734
6,6,38,71,39076
6,6,38,72,95543
6,6,38,73,4779
6,6,38,74,345
6,6,38,75,153
6,6,38,76,20
6,6,39,39,4
6,6,39,64,4
6,6,39,66,17
6,6,39,67,21
6,6,39,68,11
6,6,39,69,6
6,6,39,70,537
6,6,39,71,4864
6,6,39,72,30052
6,6,39,73,5575
6,6,39,74,177
6,6,39,75,19
6,6,39,76,12
6,6,40,39,4
6,6,40,65,33
6,6,40,66,54
6,6,40,67,58
6,6,40,68,104
6,6,40,69,193
6,6,40,70,365
6,6,40,71,3083
6,6,40,72,10268
6,6,40,73,2054
6,6,40,74,174
6,6,40,75,6
6,6,40,76,3
6,6,41,40,2
6,6,41,54,48
6,6,41,55,47
6,6,41,56,4
6,6,41,63,37
6,6,41,64,39
6,6,41,65,49
6,6,41,66,20
6,6,41,68,66
6,6,41,69,6
6,6,41,70,167
6,6,41,71,1356
6,6,41,72,3712
6,6,41,73,1293
6,6,41,74,247
6,6,41,75,47
6,6,41,76,4
6,6,42,40,4
6,6,42,53,25
6,6,42,54,2
6,6,42,56,25
6,6,42,60,9
6,6,42,61,39
6,6,42,62,37
6,6,42,63,2
6,6,42,65,8
6,6,42,70,62
6,6,42,71,408
6,6,42,72,1668
6,6,42,73,910
6,6,42,74,208
6,6,42,76,12
6,6,43,40,2
6,6,43,41,6
6,6,43,52,8
6,6,43,53,28
6,6,43,56,22
6,6,43,57,2
6,6,43,60,74
6,6,43,65,20
6,6,43,69,7
6,6,43,70,121
6,6,43,71,405
6,6,43,72,569
6,6,43,73,392
6,6,43,74,135
6,6,43,76,19
6,6,44,41,2
6,6,44,42,1
6,6,44,51,36
6,6,44,52,45
6,6,44,57,41
6,6,44,58,42
6,6,44,59,41
6,6,44,60,7
6,6,44,65,6
6,6,44,69,16
6,6,44,70,165
6,6,44,71,80
6,6,44,72,266
6,6,44,73,324
6,6,44,74,72
6,6,44,76,16
6,6,44,77,15
6,6,44,78,2
6,6,44,79,28
6,6,44,80,3
6,6,45,42,2
6,6,45,50,7
6,6,45,51,22
6,6,45,58,3
6,6,45,65,8
6,6,45,69,16
6,6,45,70,18
6,6,45,71,36
6,6,45,72,121
6,6,45,73,553
6,6,45,74,20
6,6,45,75,4
6,6,45,77,23
6,6,45,78,47
6,6,45,79,11
6,6,46,42,6
6,6,46,43,6
6,6,46,44,7
6,6,46,45,8
6,6,46,46,1
6,6,46,47,58
6,6,46,48,109
6,6,46,49,58
6,6,46,50,50
6,6,46,58,2
6,6,46,65,5
6,6,46,69,22
6,6,46,70,47
6,6,46,71,6
6,6,46,73,103
6,6,46,74,18
6,6,46,75,14
6,6,46,78,5
6,6,46,79,19
6,6,46,80,22
6,6,46,81,11
6,6,47,46,72
6,6,47,47,1
6,6,47,58,3
6,6,47,64,10
6,6,47,69,11
6,6,47,70,14
6,6,47,71,6
6,6,47,73,26
6,6,47,74,20
6,6,47,75,85
6,6,47,76,13
6,6,47,78,1
6,6,47,79,5
6,6,47,81,11
6,6,47,82,2
6,6,48,46,22
6,6,48,58,2
6,6,48,64,7
6,6,48,69,11
6,6,48,70,9
6,6,48,72,6
6,6,48,73,22
6,6,48,74,21
6,6,48,75,11
6,6,48,76,7
6,6,48,79,3
6,6,48,81,6
6,6,48,82,13
6,6,49,44,288
6,6,49,45,18
6,6,49,46,58
6,6,49,58,3
6,6,49,64,6
6,6,49,70,8
6,6,49,72,2
6,6,49,73,45
6,6,49,74,25
6,6,49,75,2
6,6,49,79,4
6,6,49,82,17
6,6,49,83,5
6,6,50,44,245
6,6,50,45,52
6,6,50,58,13
6,6,50,64,5
6,6,50,72,3
6,6,50,73,10
6,6,50,74,31
6,6,50,75,550
6,6,50,79,3
6,6,50,82,4
6,6,50,83,18
6,6,50,84,6
6,6,50,85,9
6,6,51,44,589
6,6,51,58,7
6,6,51,63,1
6,6,51,64,7
6,6,51,72,4
6,6,51,73,4
6,6,51,75,27
6,6,51,79,3
6,6,51,82,3
6,6,51,83,2
6,6,51,84,17
6,6,51,85,7
6,6,52,44,1258
6,6,52,58,6
6,6,52,63,13
6,6,52,72,4
6,6,52,73,5
6,6,52,75,13
6,6,52,79,3
6,6,52,83,24
6,6,52,85,69
6,6,53,58,6
6,6,53,63,8
6,6,53,72,3
6,6,53,73,5
6,6,53,75,51
6,6,53,79,3
6,6,53,83,2
6,6,53,85,32
6,6,54,58,8
6,6,54,72,4
6,6,54,73,6
6,6,54,75,55
6,6,54,79,4
6,6,55,58,3
6,6,55,59,5
6,6,55,73,8
6,6,55,79,4
6,6,56,59,18
6,6,56,73,3
6,6,56,79,3
6,6,57,73,9
6,6,57,79,1
6,6,57,80,7
6,6,58,79,5
6,6,59,79,3
6,6,60,79,2
6,6,61,79,3
6,6,62,79,3
6,6,63,79,3
6,6,64,79,3
6,6,65,79,3
6,6,66,79,9
6,6,67,79,1
6,6,67,80,2
6,6,68,80,5
6,6,69,80,3
6,6,70,80,3
6,6,71,80,3
6,6,72,80,3
6,6,73,80,2
6,6,74,80,2
6,6,75,80,3
6,6,76,80,2
6,6,77,80,3
6,6,78,80,2
6,6,78,81,1
6,6,79,81,3
6,6,80,81,2
6,6,81,81,3
6,6,82,81,3
6,6,83,81,20
6,6,83,82,2
6,6,84,81,17
6,6,84,82,6
6,6,85,81,2
6,6,85,82,15
6,6,86,82,11
6,6,87,82,24
7,0,1,2,34
7,0,2,2,1
7,0,2,3,4
7,0,3,3,4
7,0,3,4,6
7,0,4,4,3
7,0,4,5,2
7,0,5,5,4
7,0,6,5,4
7,0,6,6,2
7,0,7,6,4
7,0,8,6,3
7,0,9,6,2
7,0,9,7,2
7,0,10,7,4
7,0,11,7,2
7,0,11,8,3
7,0,12,8,4
7,0,12,9,4
7,0,13,9,3
7,0,13,10,3
7,0,14,10,3
7,0,14,11,2
7,0,15,11,5
7,0,15,12,4
7,0,16,12,2
7,0,17,12,1
7,0,17,13,2
7,0,18,13,3
7,0,19,13,3
7,0,19,43,12
7,0,20,13,1
7,0,20,14,1
7,0,20,42,16
7,0,20,43,6
7,0,21,14,3
7,0,21,42,9
7,0,22,14,2
7,0,22,42,3
7,0,23,14,2
7,0,23,15,1
7,0,23,42,2
7,0,23,43,1
7,0,23,44,5
7,0,24,15,2
7,0,24,42,3
7,0,24,43,3
7,0,24,44,3
7,0,24,45,1
7,0,24,88,3
7,0,25,15,2
7,0,25,42,3
7,0,25,43,4
7,0,25,45,5
7,0,25,83,2
7,0,25,87,1
7,0,25,88,5
7,0,26,15,4
7,0,26,42,1
7,0,26,43,7
7,0,26,45,3
7,0,26,79,5
7,0,26,83,42
7,0,26,84,2
7,0,26,85,11
7,0,26,86,8
7,0,26,87,16
7,0,26,88,2
7,0,27,16,3
7,0,27,45,2
7,0,27,46,5
7,0,27,79,58
7,0,27,80,1
7,0,27,82,2
7,0,27,83,14
7,0,27,84,15
7,0,27,85,6
7,0,27,86,8
7,0,27,87,5
7,0,27,88,2
7,0,28,16,3
7,0,28,30,2
7,0,28,31,22
7,0,28,32,1
7,0,28,46,3
7,0,28,47,2
7,0,28,77,18
7,0,28,78,20
7,0,28,79,29
7,0,28,80,12
7,0,28,81,11
7,0,28,82,20
7,0,28,83,9
7,0,28,87,7
7,0,28,88,2
7,0,29,16,2
7,0,29,17,1
7,0,29,30,9
7,0,29,32,17
7,0,29,47,3
7,0,29,74,3
7,0,29,77,20
7,0,29,78,36
7,0,29,79,4
7,0,29,80,11
7,0,29,81,11
7,0,29,88,3
7,0,30,17,2
7,0,30,30,43
7,0,30,32,5
7,0,30,33,23
7,0,30,34,6
7,0,30,47,4
7,0,30,48,7
7,0,30,49,3
7,0,30,50,1
7,0,30,73,13
7,0,30,74,26
7,0,30,75,74
7,0,30,77,122
7,0,30,78,37
7,0,30,88,1
7,0,30,89,1
7,0,31,17,2
7,0,31,27,8
7,0,31,28,3
7,0,31,29,7
7,0,31,30,25
7,0,31,34,15
7,0,31,48,2
7,0,31,49,5
7,0,31,50,7
7,0,31,51,9
7,0,31,72,14
7,0,31,73,573
7,0,31,74,87
7,0,31,75,147
7,0,31,76,177
7,0,31,77,42
7,0,31,89,4
7,0,32,17,4
7,0,32,27,16
7,0,32,28,20
7,0,32,29,18
7,0,32,35,23
7,0,32,36,3
7,0,32,51,2
7,0,32,52,6
7,0,32,72,2175
7,0,32,73,2383
7,0,32,74,557
7,0,32,75,5
7,0,32,76,34
7,0,32,89,2
7,0,33,18,4
7,0,33,24,5
7,0,33,26,2
7,0,33,27,280
7,0,33,36,20
7,0,33,37,3
7,0,33,52,2
7,0,33,53,3
7,0,33,72,12201
7,0,33,73,1772
7,0,33,74,5785
7,0,33,75,8
7,0,33,76,2
7,0,33,89,3
7,0,33,95,5
7,0,34,18,3
7,0,34,23,1
7,0,34,24,3
7,0,34,25,4
7,0,34,26,4
7,0,34,27,168
7,0,34,37,12
7,0,34,53,4
7,0,34,57,26
7,0,34,70,88
7,0,34,71,404
7,0,34,72,28551
7,0,34,73,3687
7,0,34,74,5490
7,0,34,75,177
7,0,34,90,3
7,0,34,93,22
7,0,34,94,9
7,0,34,95,9
7,0,34,96,6
7,0,34,97,2
7,0,34,98,10
7,0,35,19,5
7,0,35,23,3
7,0,35,25,3
7,0,35,26,1
7,0,35,37,7
7,0,35,53,3
7,0,35,54,1
7,0,35,55,10
7,0,35,56,16
7,0,35,57,240
7,0,35,67,72
7,0,35,68,184
7,0,35,69,210
7,0,35,70,87
7,0,35,71,1279
7,0,35,72,50746
7,0,35,73,5376
7,0,35,74,570
7,0,35,75,341
7,0,35,90,3
7,0,35,92,6
7,0,35,93,4
7,0,35,94,4
7,0,35,96,14
7,0,35,97,14
7,0,35,98,23
7,0,35,99,1
7,0,36,19,2
7,0,36,20,6
7,0,36,21,6
7,0,36,22,6
7,0,36,23,4
7,0,36,37,9
7,0,36,54,3
7,0,36,55,4
7,0,36,57,6
7,0,36,63,367
7,0,36,67,712
7,0,36,68,221
7,0,36,69,208
7,0,36,70,657
7,0,36,71,6130
7,0,36,72,61532
7,0,36,73,4985
7,0,36,74,2025
7,0,36,75,175
7,0,36,90,2
7,0,36,92,11
7,0,36,97,5
7,0,36,98,10
7,0,36,99,4
7,0,37,38,11
7,0,37,54,6
7,0,37,55,5
7,0,37,57,6
7,0,37,63,21
7,0,37,64,16
7,0,37,67,50
7,0,37,68,113
7,0,37,69,69
7,0,37,70,228
7,0,37,71,17040
7,0,37,72,69556
7,0,37,73,5221
7,0,37,74,1719
7,0,37,75,118
7,0,37,90,2
7,0,37,92,8
7,0,37,98,7
7,0,38,38,15
7,0,38,55,13
7,0,38,56,6
7,0,38,57,15
7,0,38,64,20
7,0,38,65,21
7,0,38,66,22
7,0,38,67,7
7,0,38,68,9
7,0,38,69,132
7,0,38,70,574
7,0,38,71,30267
7,0,38,72,92782
7,0,38,73,10340
7,0,38,74,539
7,0,38,75,20
7,0,38,90,1
7,0,38,91,15
7,0,38,92,13
7,0,38,98,4
7,0,39,39,12
7,0,39,55,13
7,0,39,56,19
7,0,39,57,17
7,0,39,58,2
7,0,39,64,9
7,0,39,67,40
7,0,39,68,4
7,0,39,69,11
7,0,39,70,1442
7,0,39,71,6604
7,0,39,72,54049
7,0,39,73,7526
7,0,39,74,236
7,0,39,75,5
7,0,39,90,2
7,0,39,91,8
7,0,39,98,3
7,0,40,39,13
7,0,40,55,7
7,0,40,58,9
7,0,40,65,50
7,0,40,66,98
7,0,40,67,99
7,0,40,68,257
7,0,40,69,220
7,0,40,70,330
7,0,40,71,4700
7,0,40,72,24855
7,0,40,73,2769
7,0,40,74,263
7,0,40,75,16
7,0,40,90,15
7,0,40,91,3
7,0,40,98,3
7,0,41,39,2
7,0,41,40,6
7,0,41,54,34
7,0,41,55,37
7,0,41,58,12
7,0,41,63,83
7,0,41,64,98
7,0,41,65,102
7,0,41,66,34
7,0,41,67,3
7,0,41,68,13
7,0,41,69,94
7,0,41,70,267
7,0,41,71,772
7,0,41,72,5451
7,0,41,73,1937
7,0,41,74,484
7,0,41,75,280
7,0,41,76,24
7,0,41,77,17
7,0,41,84,1
7,0,41,85,3
7,0,41,86,8
7,0,41,88,4
7,0,41,89,19
7,0,41,90,15
7,0,41,97,7
7,0,41,98,3
7,0,42,40,11
7,0,42,53,22
7,0,42,54,2
7,0,42,56,16
7,0,42,58,9
7,0,42,60,23
7,0,42,61,98
7,0,42,62,93
7,0,42,63,9
7,0,42,65,59
7,0,42,67,9
7,0,42,68,33
7,0,42,69,22
7,0,42,70,106
7,0,42,71,402
7,0,42,72,1789
7,0,42,73,1531
7,0,42,74,340
7,0,42,75,32
7,0,42,76,86
7,0,42,77,40
7,0,42,84,13
7,0,42,85,14
7,0,42,86,8
7,0,42,87,6
7,0,42,88,10
7,0,42,90,1
7,0,42,97,3
7,0,43,40,9
7,0,43,41,17
7,0,43,52,7
7,0,43,53,21
7,0,43,56,16
7,0,43,57,1
7,0,43,58,8
7,0,43,60,153
7,0,43,64,17
7,0,43,65,36
7,0,43,66,9
7,0,43,67,16
7,0,43,70,36
7,0,43,71,732
7,0,43,72,338
7,0,43,73,495
7,0,43,74,287
7,0,43,76,137
7,0,43,77,17
7,0,43,79,13
7,0,43,80,7
7,0,43,83,1
7,0,43,84,5
7,0,43,87,12
7,0,43,88,4
7,0,44,41,7
7,0,44,42,3
7,0,44,51,26
7,0,44,52,30
7,0,44,57,30
7,0,44,58,121
7,0,44,59,104
7,0,44,60,16
7,0,44,63,1
7,0,44,64,88
7,0,44,65,6
7,0,44,66,21
7,0,44,67,8
7,0,44,70,34
7,0,44,71,136
7,0,44,72,67
7,0,44,73,263
7,0,44,74,41
7,0,44,76,103
7,0,44,77,115
7,0,44,78,39
7,0,44,79,508
7,0,44,80,12
7,0,44,83,5
7,0,45,42,8
7,0,45,50,5
7,0,45,51,15
7,0,45,58,20
7,0,45,63,24
7,0,45,64,243
7,0,45,71,43
7,0,45,72,71
7,0,45,73,721
7,0,45,74,16
7,0,45,75,5
7,0,45,77,159
7,0,45,78,328
7,0,45,79,121
7,0,45,80,1
7,0,45,83,6
7,0,46,42,17
7,0,46,43,21
7,0,46,44,20
7,0,46,45,13
7,0,46,46,2
7,0,46,47,27
7,0,46,48,59
7,0,46,49,45
7,0,46,50,34
7,0,46,58,14
7,0,46,59,29
7,0,46,71,9
7,0,46,73,272
7,0,46,74,19
7,0,46,75,6
7,0,46,77,3
7,0,46,78,9
7,0,46,79,35
7,0,46,80,35
7,0,46,81,1
7,0,46,83,11
7,0,47,44,4
7,0,47,46,31
7,0,47,47,1
7,0,47,49,10
7,0,47,54,6
7,0,47,55,8
7,0,47,56,1
7,0,47,57,14
7,0,47,58,22
7,0,47,72,1
7,0,47,73,189
7,0,47,74,11
7,0,47,75,9
7,0,47,76,17
7,0,47,77,8
7,0,47,78,1
7,0,47,79,6
7,0,47,81,14
7,0,47,82,27
7,0,47,83,5
7,0,48,44,4
7,0,48,46,6
7,0,48,49,16
7,0,48,54,6
7,0,48,55,10
7,0,48,56,34
7,0,48,57,16
7,0,48,58,8
7,0,48,72,24
7,0,48,73,51
7,0,48,74,24
7,0,48,75,6
7,0,48,76,2
7,0,48,77,10
7,0,48,79,6
7,0,48,81,30
7,0,48,82,18
7,0,49,44,5
7,0,49,45,8
7,0,49,46,31
7,0,49,47,19
7,0,49,48,13
7,0,49,49,365
7,0,49,50,371
7,0,49,53,11
7,0,49,54,18
7,0,49,55,71
7,0,49,58,8
7,0,49,72,13
7,0,49,73,45
7,0,49,74,20
7,0,49,77,3
7,0,49,78,5
7,0,49,79,6
7,0,49,82,14
7,0,49,83,12
7,0,50,44,269
7,0,50,45,25
7,0,50,49,17
7,0,50,55,21
7,0,50,58,9
7,0,50,72,28
7,0,50,74,20
7,0,50,75,142
7,0,50,78,6
7,0,50,79,4
7,0,50,83,35
7,0,50,85,46
7,0,51,44,324
7,0,51,49,17
7,0,51,57,6
7,0,51,58,4
7,0,51,72,28
7,0,51,75,10
7,0,51,78,7
7,0,51,79,6
7,0,51,83,39
7,0,51,84,13
7,0,51,85,16
7,0,52,44,8
7,0,52,49,16
7,0,52,57,7
7,0,52,72,31
7,0,52,75,10
7,0,52,77,11
7,0,52,78,44
7,0,52,79,4
7,0,52,84,108
7,0,52,85,190
7,0,52,86,2
7,0,53,49,28
7,0,53,57,9
7,0,53,72,28
7,0,53,75,28
7,0,53,76,1
7,0,53,79,5
7,0,53,85,274
7,0,53,86,6
7,0,54,49,101
7,0,54,57,9
7,0,54,72,35
7,0,54,73,12
7,0,54,74,11
7,0,54,75,18
7,0,54,76,12
7,0,54,79,6
7,0,54,85,77
7,0,54,86,6
7,0,55,49,228
7,0,55,57,11
7,0,55,73,54
7,0,55,74,14
